      male     female
       3.0        7.0 --         في نقْطةْ تفْتيْشْ قريْبة. 
       3.0        3.0 --         في هبوبْ وكتّاحة. 
       3.0        2.0 --         في هبوبْ ومطرة. 
       3.0        5.0 --         في ورش كتيرة في بحْري. 
       3.0        7.0 --         في وظايف شاغْرة في البنك. 
       3.0        5.0 --         فيضانْ النّيلْ كبيرْ. 
       0.0        4.0 --         قابلْت دكْتوْرْ؟ 
       3.0        6.0 --         قارة ءفْريقيا كبيرة جداً. 
       3.0        4.0 --         قارنْ بيْن الْكتابْيْنْ. 
       3.0        7.0 --         قاسْ لىْ بميزانْ الحرارهْ. 
       0.0        4.0 --         قاصدْ شنو؟ 
       3.0        7.0 --         قاطعْ في الْءشارهْ الصّفْرا. 
       3.0        3.0 --         قاعد في الحوش البرّاني. 
       3.0        5.0 --         قاعْدين على النّيلْ. 
       3.0        7.0 --         قاعْدين في الصفوف الءولى. 
       0.0        4.0 --         قال ريقه ناشف. 
       1.0        4.0 --         قال مقدّم طب. 
       3.0        3.0 --         قالوا بقتْ كويْسة. 
       3.0        7.0 --         قالوا عايزين ءوراقي الثبوتية! 
       0.0        4.0 --         قالوا ما في مقاعد. 
       0.0        4.0 --         قالوا ماتْ في حادثْ. 
       3.0        4.0 --         قالْ كراعهْ موجعاه. 
       3.0        5.0 --         قالْ ليْ تاخدْ الدوا طوالي. 
       3.0        6.0 --         قالْ ليْ عندكْ نزلهْ حادهْ. 
       3.0        7.0 --         قالْ ما بحتاجْ لى جراحهْ. 
       3.0        5.0 --         قامتْ نيرانْ، لاكنْ طفوْها. 
       3.0        7.0 --         قبضوا على السّارقْ. 
       3.0        7.0 --         قبضوه بيدخّنْ حشيشْ. 
       1.0        4.0 --         قحّ كتيْرْ الْيوْمْ. 
       3.0        7.0 --         قدرْ يشْردْ منّهمْ. قدرْ اشْردْ منّهمْ 
       3.0        6.0 --         قدم مطالبة لشركة التءمين. 
       0.0        4.0 --         قدمت طلب توظيف؟ 
       0.0        4.0 --         قدّر لي المسافة؟ 
       3.0        7.0 --         قدّمْ السبتْ  تلْقى الءحدْ!. 
       3.0        7.0 --         قدّمْت لى وظيفة جدْيدة. 
       0.0        4.0 --         قرا المعْهد العالي. 
       0.0        4.0 --         قريت التعليمات؟ 
       3.0        2.0 --         قريت كشْف المرتبات. 
       3.0        5.0 --         قريت موضوع جميل. 
       3.0        7.0 --         قرّرْت شْنو بخْصوصْ السفر؟ 
       3.0        7.0 --         قزاز الشباك مكسور. 
       3.0        7.0 --         قزازْة الْعصيرْ بارْدة. 
       3.0        3.0 --         قسْت درجةْ الْحرارة؟ 
       3.0        7.0 --         قسْم الجّغْرافْيا في كلّيّة الءادابْ. 
       3.0        5.0 --         قسْم الطّواريْ بي وينْ؟ 
       0.0        4.0 --         قشْر الْليمونْ مرْ. 
       3.0        7.0 --         قضّي ءغراضك وتعال! 
       3.0        7.0 --         قطع الغيارْ موْجودة. 
       0.0        4.0 --         قطعت تذاكر؟ 
       0.0        4.0 --         قعد سنة كامْلة. 
       3.0        7.0 --         قعدْنا قعْدة سمْحة في الفنْدقْ. 
       3.0        6.0 --         قفّلْت خزْنة المحلْ. 
       3.0        4.0 --         قلعْ ضرْسه. 
       1.0        4.0 --         قلّلْ السّرْعة دي. 
       3.0        5.0 --         قلْمك زى دا؟ 
       3.0        7.0 --         قميصه مخطّطْ. 
       3.0        3.0 --         قميصْ مجدي جديدْ. 
       1.0        4.0 --         قيام الطيارة مْتين؟ 
       3.0        6.0 --         كاتْب الْكتابْ دا الطيب صالح. 
       3.0        7.0 --         كان في ضجيجْ في السّوقْ. 
       3.0        6.0 --         كان قاعد على كنبة. 
       3.0        5.0 --         كان لابسْ جلّابيّة وعمّة. 
       3.0        6.0 --         كانت شكْوى شديدة. 
       3.0        5.0 --         كانتْ ضرْبة شديْدة. 
       3.0        7.0 --         كانتْ موسيقى جميْلة. 
       0.0        4.0 --         كانوا راكبينْ موترْ. 
       3.0        5.0 --         كانْ ءستعْراضْ جميلْ. 
       1.0        4.0 --         كانْ حالةْ جلْطة. 
       3.0        4.0 --         كانْ حالةْ نزيفْ. 
       3.0        5.0 --         كانْ دايخْ ومصدّعْ. 
       0.0        4.0 --         كانْ سايقْ بمهلة. 
       1.0        4.0 --         كانْ في تعاونْ كبير. 
       3.0        7.0 --         كانْ في شكْلهْ صغيْرهْ وانْتهتْ. 
       3.0        5.0 --         كانْ في ضربْ مكثّفْ. 
       3.0        3.0 --         كانْ قاطْع الشّارعْ. 
       0.0        4.0 --         كانْ مسْرعْ. 
       3.0        4.0 --         كبيت الفول في القدرة؟ 
       3.0        5.0 --         كبْ شاى لحسنْ! 
       3.0        5.0 --         كبْري ءم درْمان قافل. 
       1.0        4.0 --         كتابْ حسنْ وقعْ. 
       1.0        4.0 --         كتابْ عمرْ  جديدْ. 
       0.0        4.0 --         كتابْ مع منو؟ 
       3.0        7.0 --         كتبوا  عنه نعى في الجّريدة. 
       3.0        2.0 --         كثف اتصلاتك معاه! 
       0.0        4.0 --         كرْسي قديمْ. 
       3.0        5.0 --         كسلا ءبْرد منْ بورْسودان. 
       1.0        4.0 --         كسلا هواها سمحْ. 
       3.0        5.0 --         كشف الدرجات طلّعوه. 
       3.0        6.0 --         كفارهْ يا زولْ.ءلْف سلامهْ! 
       3.0        3.0 --         كفيلهْ في السّعوديه. 
       3.0        5.0 --         كل الطلّابْ في الفصلْ. 
       0.0        4.0 --         كل حاجْة تمام. 
       3.0        5.0 --         كل يوم نستحمّ في البحر. 
       3.0        5.0 --         كلامكْ صاحْ ، معاكْ حقْ. 
       1.0        4.0 --         كلكمْ موْجودين؟ 
       0.0        4.0 --         كلمني لمّ  تصل! 
       3.0        5.0 --         كلّ الفنونْ مطْلوبة. 
       3.0        5.0 --         كلّ الْملابسْ اتْحرقتْ. 
       3.0        6.0 --         كلّ يومْ باخدْ كبسولهْ. 
       1.0        4.0 --         كم بالضبْط؟ 
       3.0        5.0 --         كمال حيجي برْضهْ؟ 
       3.0        6.0 --         كمال ما عنْده شغل. 
       1.0        4.0 --         كمانْ كانْ في شهودْ. 
       1.0        4.0 --         كمّلنا مقرر العربي. 
       0.0        4.0 --         كمْ الباقي ؟ 
       1.0        4.0 --         كنت نايم في الطيارة. 
       3.0        5.0 --         كندا في ءمْريكا الشّمالية. 
       3.0        3.0 --         كويسينْ ، ما في حاجة. 
       0.0        4.0 --         كويسْ ،ما في مانعْ. 
       1.0        4.0 --         كيلو اللّحْمة بكمْ؟ 
       0.0        4.0 --         كيْف الحالْ؟ 
       3.0        5.0 --         لا حوْلة ولا قوّة ءلا بالله. 
       3.0        7.0 --         لا حوْلة! موْضوع غريبْ. 
       0.0        4.0 --         لا ما عندي ءسهال. 
       1.0        4.0 --         لابسْ نضّارات. 
       0.0        4.0 --         لابْسة توْب لبني. 
       3.0        5.0 --         لاحظْت ءنّكْ زعْلانْ. 
       3.0        4.0 --         لازم تجي بكرة. 
       3.0        5.0 --         لازم توضّح رايك. 
       3.0        5.0 --         لازم يمْتنع عنْ العمل دا. 
       1.0        4.0 --         لازمْ تجي معانا. 
       3.0        6.0 --         لاقيْته في وش الصّباح. 
       0.0        4.0 --         لاْ، ءنا ءسْتاذْ. 
       3.0        5.0 --         لبسْت السّروال والْعرّاقي. 
       3.0        5.0 --         لسه عنْدي قروش كتيرة. 
       1.0        4.0 --         لسّة الوكتْ بدْري. 
       0.0        4.0 --         لسّعْ ما جا. 
       0.0        4.0 --         لعبنا كشْتينة. 
       3.0        5.0 --         لعبْ الءطْفالْ ما ممْنوعة. 
       3.0        7.0 --         لغايةْ ما يجيْ الدّكتورْ. 
       1.0        4.0 --         لفّ ليْ باقي الءكلْ. 
       3.0        5.0 --         لفّ ليْ رجْلي بي شريطْ. 
       3.0        6.0 --         لفّيْتْ ، ما خلّيْتْ حتّهْ. 
       0.0        4.0 --         لفْ شمالكْ. 
       3.0        3.0 --         لفْ في الْكورْنه الْجايي. 
       0.0        4.0 --         لفْ يمينْ الشارعْ. 
       1.0        4.0 --         لقوا الْمسْروقاتْ. 
       3.0        5.0 --         لقوا عنْدهْ زايدهْ. 
       3.0        7.0 --         لقى شغلْ في السعودية. 
       3.0        6.0 --         لقى قبولْ كبيرْ. 
       3.0        5.0 --         لقىْ وظيفه ثابْتهْ. 
       3.0        6.0 --         لقيتْ لى دولارْ واقعْ. 
       3.0        5.0 --         لقيْتْ شغلْ؟ 
       3.0        7.0 --         لهْجة السّودانيين واضْحة. 
       3.0        6.0 --         لوعندك رصيد اضْرب لي. 
       0.0        4.0 --         لوْ سمحْت. 
       3.0        7.0 --         لوْ ممْكن ءحجز لى. 
       3.0        5.0 --         لوْحة العربية ءمْريكية. 
       3.0        2.0 --         لوْن السما ءزْرقْ. 
       3.0        5.0 --         لوْن العربية فضّي. 
       0.0        4.0 --         لوْنهْ قمْحي. 
       0.0        4.0 --         لي مدّة ما جيْتْ. 
       3.0        5.0 --         ليكم جزيْل الشكر. 
       3.0        7.0 --         ليلى بْتشتغلْ دوام مساءي. 
       3.0        5.0 --         لينا زمنْ نفتّشْ ليكْ. 
       0.0        4.0 --         ليْه رجعْت؟ 
       0.0        4.0 --         ليْه ما مشيْت؟ 
       0.0        4.0 --         ليْهْ رجعْت؟ 
       3.0        3.0 --         مءكّدْ حيجوا الليْلة. 
       3.0        5.0 --         مءهلاتك شنو؟ جامعي؟ 
       3.0        5.0 --         ما ءكلْت وجْبة الفطورْ. 
       3.0        3.0 --         ما اتجاوزْ السرعهْ. 
       3.0        2.0 --         ما احْتاجوا لترْكيْبْ. 
       3.0        3.0 --         ما بْنختلف في السعر. 
       3.0        5.0 --         ما تتْورّطْ في مشكلهْ. 
       3.0        4.0 --         ما تدفعْ ، شيله بلاشْ. 
       0.0        4.0 --         ما ترْجعْ. 
       0.0        4.0 --         ما تسفّ التمباك! 
       3.0        5.0 --         ما تشيل ءي ءدوات حادّة! 
       1.0        4.0 --         ما تشيل ءي مواد سايلة! 
       3.0        6.0 --         ما تشْحن الحاجات البتتْكسّر. 
       0.0        4.0 --         ما تقْلقْ. 
       3.0        3.0 --         ما تنْسى تجي. 
       0.0        4.0 --         ما تنْسي. 
       3.0        3.0 --         ما تْحرّكيْه منْ هنا. 
       3.0        6.0 --         ما تْخافي النتيجهْ كويسهْ. 
       0.0        4.0 --         ما تْكوْركْ فينا. 
       1.0        4.0 --         ما حءمْشي ءلا تجي. 
       1.0        4.0 --         ما حصلتْ حاجة. 
       0.0        4.0 --         ما حنمْشي ليْها. 
       3.0        5.0 --         ما حيفضل زول. 
       0.0        4.0 --         ما داسْ فرْملهْ. 
       1.0        4.0 --         ما شايف شي جديدْ. 
       0.0        4.0 --         ما شايْفاها. 
       3.0        4.0 --         ما شي برة ءتْفرّج. 
       3.0        5.0 --         ما شّيْنْ سباق الْخيل 
       3.0        5.0 --         ما شّيْنْ متْحفْ السّودان. 
       0.0        4.0 --         ما عارفْ والله. 
       3.0        7.0 --         ما عنْده ءصابة واضْحة. 
       1.0        4.0 --         ما عنْده قحّة. 
       3.0        2.0 --         ما عنْدهمْ ذخيرهْ. 
       1.0        4.0 --         ما عنْدهْ وجعْ راسْ. 
       0.0        4.0 --         ما عنْدي مالْ. 
       0.0        4.0 --         ما عنْدي مانع. 
       3.0        5.0 --         ما فاهمْ ، قصْدكْ شنو؟ 
       3.0        3.0 --         ما في ءيّ خدْشهْ. 
       1.0        4.0 --         ما في ءيّ مصابْ. 
       3.0        5.0 --         ما في جْروحْ في رجْله. 
       0.0        4.0 --         ما في داعي للْكلامْ دا. 
       1.0        4.0 --         ما في زمنْ كفاية. 
       1.0        4.0 --         ما في زوْل هنْا. 
       3.0        7.0 --         ما في ضرْبهْ في خلفيّة الْعربيهْ. 
       3.0        2.0 --         ما في طريقة تجي؟ 
       3.0        3.0 --         ما في كسرْ في رجْله. 
       3.0        6.0 --         ما في كسورْ في ضهره. 
       0.0        4.0 --         ما في مشْكلة. 
       3.0        7.0 --         ما في مشْكلهْ حتى لو ما جيتْ. 
       0.0        4.0 --         ما قادر ءنوم. 
       0.0        4.0 --         ما قالتْ ليْ. 
       1.0        4.0 --         ما قدرْ يمْشي بيتو. 
       0.0        4.0 --         ما قلْت جاية! 
       0.0        4.0 --         ما كلّفْ كتيرْ. 
       3.0        3.0 --         ما كنت صاحي، كنت نايم. 
       3.0        2.0 --         ما لْقيتْ حاجة قدْري. 
       1.0        4.0 --         ما مسموح ليك تسافر. 
       3.0        2.0 --         ما يهمّكْ حتنْجحْ.. 
       3.0        2.0 --         ماتْ في  حادثْ تصادمْ. 
       0.0        4.0 --         ماتْ مكْتولْ. 
       3.0        5.0 --         ماحءسافر كلّو كلّو. 
       3.0        2.0 --         ماسورة الموْية سالْمة. 
       1.0        4.0 --         ماشي ءمريكا سياحة. 
       3.0        3.0 --         ماشي السفارة السودانية. 
       1.0        4.0 --         ماشي دكان التّعاونْ. 
       3.0        5.0 --         ماشي سوقْ الخضار. 
       1.0        4.0 --         ماشّي الْبيْتْ رءْساً. 
       3.0        7.0 --         مافي رجّيعْ في تغيير بسْ! 
       3.0        5.0 --         مافي مشْكلة يا ءخي. 
       3.0        3.0 --         مالك يا زول؟ما في شي 
       0.0        4.0 --         مالكْ زعْلان؟ 
       1.0        4.0 --         مايو شهرْ صيْف. 
       3.0        5.0 --         مبْروكْ العربيّة الجديدة. 
       3.0        5.0 --         مبْروكْ خطوبة. 
       3.0        4.0 --         مبْسوطين يا شباب؟ 
       3.0        7.0 --         متينْ ودّوْه الْمستشفىْ؟ 
       0.0        4.0 --         متيْن سدّ المال؟ 
       3.0        5.0 --         متْزوّجْ هنْدية. 
       3.0        7.0 --         متْين لازم ءلغي الحجز؟ 
       3.0        4.0 --         مجاملات السودانيين حلوة. 
       3.0        2.0 --         مجدي عزف الْعود. 
       1.0        4.0 --         مجْروحْ في راسه. 
       3.0        6.0 --         محتوى الرسالة شنو؟ 
       3.0        7.0 --         محطة التّوليْد شغّالة. 
       3.0        5.0 --         محلاتْ القمْصانْ فاتْحة. 
       1.0        4.0 --         محمْد طالبْ معانا. 
       3.0        3.0 --         محْتاجينْ لصْيانة. 
       3.0        6.0 --         محْتاجْ لحْبوبْ مسكّنةْ. 
       3.0        7.0 --         مختار بعْزف الدّربكّة. 
       3.0        5.0 --         مختارْ طالبْ نشيطْ. 
       3.0        5.0 --         مدينة  الملاهي في المقْرنْ. 
       3.0        6.0 --         مدينة موْنتريْ في كاليفوْرنيا. 
       3.0        5.0 --         مرتي رجعتْ منْ السّوقْ. 
       1.0        4.0 --         مرقْنا برّهْ البيْت. 
       3.0        5.0 --         مرْ علىْ بعدينْ. 
       3.0        3.0 --         مرْحبْ بيْكْ يا ءخي. 
       0.0        4.0 --         مرْحبْ يا ءسْتاذْ. 
       3.0        5.0 --         مرْكز عفراء سمح. 
       3.0        5.0 --         مزاجه هادي الْليْلة. 
       3.0        6.0 --         مزْرعتهْ فيها حيوانات. 
       3.0        3.0 --         مسا الخيْر يا ءحْمدْ. 
       3.0        3.0 --         مسا النّورْ يا عزّة. 
       3.0        3.0 --         مساحْة البيْتْ كبيْرة. 
       0.0        4.0 --         مسافة كمْ كيْلو؟ 
       3.0        6.0 --         مسافر الشهر الجّاى. 
       3.0        7.0 --         مسافرْ الْخليج. مسافْر الْخليج 
       3.0        5.0 --         مستقبل السودان كويّس. 
       3.0        5.0 --         مسحْ ليْ رجْليْ بمطهّرْ. 
       3.0        3.0 --         مسْجد حيّنا جديدْ. 
       3.0        7.0 --         مشروعكمْ مشى كيفْ؟ 
       3.0        5.0 --         مشكور على الهدية. 
       3.0        6.0 --         مشى لمسْتوْصفْ. 
       3.0        7.0 --         مشى مركْز الشرطة. 
       3.0        7.0 --         مشى مكتب الحجز؟ 
       3.0        6.0 --         مشى نصّ البلدْ. 
       3.0        6.0 --         مشى ياتهْ اتّجاه؟ 
       3.0        5.0 --         مشيت  المطار للشحن الجوّي. 
       3.0        5.0 --         مشيت المصرف فتحت حساب. 
       1.0        4.0 --         مشيت محل بيع عملة. 
       1.0        4.0 --         مشيت نادي الفنّانين. 
       3.0        3.0 --         مشيتْ حسبْ الْقانونْ. 
       3.0        3.0 --         مشيتْ دكاكينْ كتيرة. 
       3.0        5.0 --         مشيتْ متْخفْ السودانْ. 
       0.0        4.0 --         مشيْت حوالي ساعة. 
       3.0        3.0 --         مشيْت مكْتبْ المراجعْ. 
       1.0        4.0 --         مشيْتوا ياتهْ محل؟ 
       3.0        4.0 --         مشيْتْ مع ءخويْ. 
       3.0        5.0 --         مشيْنا بيْت العزومة. 
       3.0        6.0 --         مشْكلْتهْ بشْرب الْبنْقوْ. 
       0.0        4.0 --         مصادْركْ شنو؟ 
       3.0        5.0 --         مصاريفْ المدرسة كتيرة. 
       3.0        5.0 --         مصْلحة الءراضي 
       3.0        5.0 --         مصْلحة التّعاون بوينْ؟ 
       3.0        5.0 --         مصْيفْ ءرْكويتْ سمح. 
       3.0        6.0 --         مضى معاهم عقدْ! 
       0.0        4.0 --         مضيت الشيك؟ 
       3.0        6.0 --         مضْطر ءسافر بكْرة. 
       1.0        4.0 --         مطْلوب مني شنو؟ 
       3.0        6.0 --         مطْلوبْ الْقبْضْ عليْه. 
       3.0        3.0 --         مظْلوم! بوكّلْ ءمْري لله. 
       3.0        5.0 --         مع الءسْف ما في حجز. 
       0.0        4.0 --         معاكْ عفشْ؟ 
       0.0        4.0 --         معاه مسدّسْ. 
       3.0        5.0 --         معايْ خمْسين جنيْه. 
       3.0        3.0 --         معليْش ءنا ما حءجي. 
       3.0        6.0 --         معْدتا;بطنها فاضيهْ. 
       3.0        6.0 --         معْليش ءنا غلطت. 
       3.0        7.0 --         مفروض تحاسبْ بتاع المطعم. 
       3.0        7.0 --         مفروضْ تفاضل ْ بينْ السعرينْ. 
       3.0        5.0 --         مفْتاح الشّنْطة وينْ؟ 
       3.0        7.0 --         مفْتاح الغرفة الكتروني. 
       3.0        5.0 --         مقاسْي في القمْصان كبيرْ. 
       3.0        5.0 --         مقاعدْ البصْ مريحة. 
       0.0        4.0 --         مكتب البوستة وين؟ 
       0.0        4.0 --         مكْتبي كبيرْ. 
       1.0        4.0 --         مكْتبْ البريدْ قريب. 
       0.0        4.0 --         ملعب الفريقْ 
       1.0        4.0 --         مليت استمارة جديدة. 
       0.0        4.0 --         مليت الاستمارهْ؟ 
       3.0        3.0 --         ممارسة الجْري كويسة. 
       1.0        4.0 --         ممدوح مشرف تربوي. 
       1.0        4.0 --         ممكن تقعد هنا. 
       3.0        3.0 --         ممنوع تشيل طبنجة. 
       2.0        4.0 --         ممنوع تشيل مسدّس. 
       3.0        7.0 --         ممْكن تءكْد لى الحجز؟ 
       3.0        7.0 --         ممْكن تلْقى لى حجز؟ 
       3.0        5.0 --         ممْكنْ ءفْتحْ الشّبّاكْ؟ 
       3.0        5.0 --         ممْكنْ تديني فرْصهْ؟ 
       3.0        7.0 --         ممْكنْ يرقّدوه في الْمستشفىْ. 
       3.0        7.0 --         ممْنوع دخولْ الءدواتْ الْحادّة. 
       3.0        3.0 --         ممْنوعْ التّدْخينْ. 
       0.0        4.0 --         من وين الطرود دي؟ 
       3.0        5.0 --         منعوه لءسْبابْ ءمْنيّة. 
       3.0        5.0 --         منو البيْدق الدّربكّة. 
       3.0        2.0 --         منو الحيقوم بكرة؟ 
       1.0        4.0 --         منو الحيْقول ليه؟ 
       3.0        5.0 --         منو الكانْ حاضر هنْاك؟ 
       3.0        7.0 --         منو الْبعزفْ طبْلهْ فيكم؟ 
       3.0        6.0 --         منو شاعر الءغنية دي؟ 
       3.0        7.0 --         منى اتْزوّجتْ السّنة الفاتتْ. 
       3.0        7.0 --         منى اشْترتْ حلْقانْ دهبْ. 
       3.0        7.0 --         منى شغالة دوام صباحي. 
       3.0        5.0 --         منى عرّسوها؟ 
       3.0        7.0 --         منى عندها روضة طفال. 
       3.0        5.0 --         منى مْسافْرة مدني. 
       3.0        5.0 --         منْتزهْ المقْرنْ جميل. 
       3.0        5.0 --         منْطقة بْتاعة جبالْ. 
       3.0        3.0 --         منْطقة مسْكونة. 
       3.0        5.0 --         مواصفات الْعربيّهْ شْنو؟ 
       1.0        4.0 --         موسمْ الحجْ جايي. 
       3.0        7.0 --         موسى بدْرس علْم ءجْتماع. 
       3.0        6.0 --         موضوعْ غريبْ والله. 
       0.0        4.0 --         موظّفْ ويْن؟ 
       3.0        5.0 --         موعد تقديم الطلبات متين؟ 
       3.0        3.0 --         موفقْ ءنْ شاء الله. 
       3.0        5.0 --         موقعْ بيته مميّز. 
       3.0        3.0 --         موّلد الْكهْربا وقفْ. 
       1.0        4.0 --         موْت الْحوادثْ كترْ. 
       1.0        4.0 --         ميدان المدْرسة كبير. 
       3.0        6.0 --         ميسس فيهو تخفيضات. 
       0.0        4.0 --         مين دا؟ 
       0.0        4.0 --         مينْ السيْدة دي؟ 
       0.0        4.0 --         مينْ الشابْ دا؟ 
       3.0        7.0 --         ميْسسْ عنْدهمْ تخْفيْضاتْ كبيْرةْ. 
       3.0        6.0 --         ناخدْ ءجازة يوْميْن. 
       1.0        4.0 --         نادي الفروسية جميل. 
       3.0        4.0 --         نادي الهلال ممتاز. 
       3.0        3.0 --         نازلين وينْ في جدة؟ 
       3.0        5.0 --         ناس ءمّي اشتروا عدّة. 
       3.0        5.0 --         ناس الْمنطقهْ زعلانين. 
       3.0        7.0 --         ناس سهام ضربوا لى. 
       1.0        4.0 --         ناسْ ءمّي سافروا. 
       3.0        3.0 --         ناولْني الشنّطة دي. 
       1.0        4.0 --         ناوين تعْملوا شْنو؟ 
       3.0        7.0 --         نتكلم بخْصوص شنو؟ 
       3.0        5.0 --         نتْلاقى بكْرة. 
       3.0        7.0 --         نتْلاقى يوْم الخميسْ. 
       0.0        4.0 --         نجح؟ يستاهل! 
       3.0        6.0 --         نجحت في مادّة الرياضيّات. 
       3.0        5.0 --         نجحْ في ظرْف سنهْ واحْدهْ. 
       0.0        4.0 --         نحن بخير. 
       3.0        5.0 --         نحْن ما مسءولينْ عن العفش. 
       3.0        7.0 --         نخرْته مقْفولة، عنْده نزْلة. 
       1.0        4.0 --         نزفْ دمْ كتيرْ. 
       3.0        5.0 --         نزلْ الشغلْ. 
       0.0        4.0 --         نزلْ المعاشْ. 
       1.0        4.0 --         نزلْ من الْعربية. 
       3.0        2.0 --         نسيبي معانا الءيّامْ دي. 
       3.0        5.0 --         نسيت رقم حجزي. 
       3.0        6.0 --         نشربْ شاى كلّ يومْ. 
       1.0        4.0 --         نشوفكْ بكْرة. 
       3.0        5.0 --         نشّنْ مسدّسه عليه. 
       3.0        5.0 --         نضافْة الْمحلْ مهمّة. 
       3.0        5.0 --         نضّف الوساخة دي! 
       3.0        6.0 --         نطلع بدْري للشغلْ. 
       3.0        4.0 --         نطْلعْ نمْشي السينما. 
       0.0        4.0 --         نظام الدراسة كيف؟ 
       3.0        5.0 --         نظامْ التعشيقهْ ءحسنْ. 
       0.0        4.0 --         نعمْ، ءنا معلّمْ. 
       3.0        4.0 --         نعْملْ شنو، ما في دكْتورْ. 
       1.0        4.0 --         نفْسي ءاكلْ شيّة. 
       3.0        7.0 --         نقاش الدروس كويّس للطلبة. 
       3.0        7.0 --         نقدّمْ التّهاني بمناسبة الْعيدْ. 
       3.0        5.0 --         نقطة التّفتيش هناك. 
       3.0        2.0 --         نقلْ العفشْ مكلّفْ. 
       1.0        4.0 --         نقّصْ السعرْ دا! 
       3.0        5.0 --         نمر مقاعدنا في النّص. 
       0.0        4.0 --         نمْشي البيْتْ سوا. 
       3.0        3.0 --         نمْشي حديقة البلدية. 
       3.0        5.0 --         نهار رمضان كويّسْ. 
       3.0        2.0 --         نهْر الْقاشْ في كسلا. 
       0.0        4.0 --         نور العربية مولّع. 
       3.0        7.0 --         هدى مخْطوبة لصالحْ. 
       3.0        5.0 --         هدّي السّرْعة شْويّة. 
       3.0        5.0 --         هدّي نفْسكْ شويّهْ. 
       3.0        5.0 --         هنا في تلاتين كمْبيوترْ. 
       3.0        3.0 --         هنا في كتبْ كتيرة. 
       1.0        4.0 --         هناك مافي زولْ. 
       1.0        4.0 --         هناكْ ستّة بناتْ. 
       1.0        4.0 --         هناكْ في ناسْ كتارْ. 
       0.0        4.0 --         هنيالكْ يا خي. 
       1.0        4.0 --         هو ءصْلاً سوداني. 
       3.0        5.0 --         هو احْتملْ الْءلمْ دا كلّهْ. 
       0.0        4.0 --         هو بدق العود. 
       1.0        4.0 --         هو بدْرس بالانتساب. 
       3.0        6.0 --         هو بدْرسْ في كلّية الءحفاد. 
       0.0        4.0 --         هو بسْءل عنّك. 
       3.0        7.0 --         هو بعزف على العود. 
       3.0        3.0 --         هو بلمْ قروش كتيرة. 
       3.0        6.0 --         هو بلّغْ عنْ الْحادثْ. 
       3.0        5.0 --         هو بيدرس اقْتصاد. 
       3.0        3.0 --         هو بيرسم بي ءلوانْ موية. 
       3.0        7.0 --         هو بْحب الفيزيا والرياضيات. 
       3.0        2.0 --         هو ساكن في حي رانقي. 
       3.0        5.0 --         هو ساكن في نص البلد. 
       3.0        5.0 --         هو ساكنْ في حيْ المطارْ. 
       3.0        7.0 --         هو شايل رياضيّات تخصّص. 
       3.0        7.0 --         هو عنده ءجهزة كهربية. 
       0.0        4.0 --         هو عوام ممتاز. 
       0.0        4.0 --         هو فنّان عالمي. 
       3.0        4.0 --         هو في شءون الموظّين. 
       3.0        5.0 --         هو لابسْ شبطْ ءسْودْ. 
       3.0        5.0 --         هو ناجح ءحياء وكيميا. 
       3.0        2.0 --         هوايْتي كورة السّلهْ. 
       3.0        5.0 --         هوْ ءكلْ سلطة ءسودْ. 
       0.0        4.0 --         هوْ ءمْريكي. 
       3.0        7.0 --         هوْ بلْقىْ الدّعْمْ منْ وينْ؟ 
       3.0        2.0 --         هوْ ساكنْ في قرْيهْ. 
       0.0        4.0 --         هوْ سمعْ الرّادي. 
       1.0        4.0 --         هوْ سمين وطويل. 
       3.0        7.0 --         هوْ شغّالْ في معهدْ الدّفاعْ. 
       3.0        5.0 --         هوْ شغّالْ ويْن؟ 
       3.0        3.0 --         هوْ ضيْف عنْدنا. 
       3.0        6.0 --         هوْ عارفْ نفْسهْ كويّسْ. 
       3.0        6.0 --         هوْ عقيدْ في سلاح البحْرية. 
       3.0        7.0 --         هوْ ما بحب قرايْة الْقصصْ. 
       3.0        7.0 --         هوْ متْزوّجْ مكْسيكية. 
       0.0        4.0 --         هوْ نسيبْنا. 
       3.0        3.0 --         هوْ نقيبْ في الجيْش. 
       1.0        4.0 --         هي ءصْلاً منْ كسلا. 
       3.0        7.0 --         هي بتسْتعد للشّغل. 
       3.0        5.0 --         هي بدرّس رياضيات. 
       3.0        4.0 --         هيْ بتحب الشوْربات. 
       0.0        4.0 --         هيْ بتعْملْ شنو؟ 
       0.0        4.0 --         هيْ ملازمْ ثاني. 
       0.0        4.0 --         وءنا كمان. 
       3.0        5.0 --         وءنْت منْ ءهل الخيْر. 
       3.0        5.0 --         واجهة الْعربيهْ جميلهْ 
       3.0        6.0 --         واصل الغسيل بكْرة. 
       3.0        2.0 --         واقفْ قدّامْ بيتو. 
       3.0        5.0 --         واقْعة على النّيلْ. 
       0.0        4.0 --         والله دي ورطهْ. 
       3.0        5.0 --         والله فرْصة طيْبة! 
       1.0        4.0 --         والله ما عنْدي عربية. 
       0.0        4.0 --         والله ما في حاجة. 
       3.0        7.0 --         والْدي بيشْتغلْ دكْتوْر. 
       1.0        4.0 --         والْدي يعملْ مهنْدسْ. 
       3.0        6.0 --         ود ءحْمدْ صغيّرْ. 
       3.0        7.0 --         ود ءخْتي طالبْ في الجامْعة. 
       0.0        4.0 --         ود عمّهْ سافرْ. 
       3.0        7.0 --         وديهو لى محل صيانة. 
