      male     female
      12.0       14.0 --         برقی آلات 
      12.0       11.0 --         بروئے کار لانا 
       8.0       12.0 --         بروقت 
       2.0        2.0 --         بری 
      20.0       20.0 --         بری فوج 
      12.0       14.0 --         بری نظر نہ لگے 
       4.0        6.0 --         بریانی 
      12.0       11.0 --         بزرگ 
       2.0        3.0 --         بس 
      18.0       18.0 --         بشرطیکہ 
      16.0       18.0 --         بصیر راہ نما 
       4.0        5.0 --         بعد 
      21.0       18.0 --         بعد ازاں۔۔اس کے بعد 
      12.0       11.0 --         بغیر اندراج کے 
      15.0       17.0 --         بغیر نسخوں کے 
       4.0        6.0 --         بقائ 
      21.0       17.0 --         بقیہ حصہ 
       2.0        3.0 --         بلغم 
      12.0       14.0 --         بلوچستان 
      16.0       18.0 --         بلوچی 
       3.0        4.0 --         بلوں 
       3.0        3.0 --         بلکہ 
      12.0       14.0 --         بلے بازی 
       2.0        3.0 --         بند 
      21.0       16.0 --         بند کے نشیب کی طرف 
       8.0        9.0 --         بندر گاہ 
       8.0        9.0 --         بندرگاہ 
       8.0        9.0 --         بندوبست 
       3.0        5.0 --         بندھن 
       3.0        3.0 --         بندے 
      18.0       18.0 --         بند۔ بندوں پر،سے،کو 
       4.0        6.0 --         بنگالی 
      12.0       17.0 --         بنگلہ دیش 
       3.0        3.0 --         بنیاد 
      10.0       10.0 --         بنیاد پرستی 
      12.0       14.0 --         بنیادی اشیائ 
      22.0       18.0 --         بنیادی مقصد 
       2.0        3.0 --         بنیان 
      16.0       18.0 --         بورڈ 
       3.0        3.0 --         بِستر 
      21.0       17.0 --         بٹا لین حوالدار میجر 
       4.0        5.0 --         بچ 
       4.0        6.0 --         بچت 
      16.0       18.0 --         بچھانا 
       5.0        8.0 --         بچھو 
      17.0       18.0 --         بچھو بوٹی 
      18.0       18.0 --         بچھو نے کاٹا 
      12.0       14.0 --         بڑا دن 
       2.0        3.0 --         بکتر 
      21.0       18.0 --         بکتر بند گاڑی 
       4.0        5.0 --         بکنگ 
      12.0       14.0 --         بگاڑ 
       3.0        4.0 --         بھا ئی 
       3.0        4.0 --         بھائی 
      12.0       16.0 --         بھائی چارہ 
       8.0       10.0 --         بھابھی 
       4.0        6.0 --         بھانجا 
       4.0        6.0 --         بھانجی 
      16.0       18.0 --         بھاگ دوڑ 
       4.0        6.0 --         بھتیجا 
       4.0        6.0 --         بھتیجی 
       4.0        5.0 --         بھرائی 
       4.0        6.0 --         بھرپور 
       3.0        3.0 --         بھنا مرغ 
      12.0       16.0 --         بھنا گوشت 
      18.0       18.0 --         بھنڈی 
       4.0        6.0 --         بھنگ 
      15.0       17.0 --         بھنگ، بوٹی 
       3.0        3.0 --         بھورا 
      22.0       20.0 --         بھورا اور سبز 
       8.0        9.0 --         بھول جانا 
      10.0       10.0 --         بھوٹانی 
       3.0        3.0 --         بھوک 
       3.0        3.0 --         بھکاری 
       4.0        6.0 --         بھی 
      12.0       14.0 --         بھینس کا دودھ 
       5.0        8.0 --         بھینسوں 
      15.0       17.0 --         بھینسں۔ بھینسیں 
      24.0       34.0 --         بھینس۔ بھینسیں 
      18.0       18.0 --         بھیڑ بکریوں 
      21.0       17.0 --         بھیڑ بھاڑ 
       4.0        6.0 --         بھیگنا 
       2.0        3.0 --         بہار 
      18.0       17.0 --         بہت بہت شکریہ 
      22.0       20.0 --         بہت تیز 
       3.0        3.0 --         بہت سی 
       3.0        3.0 --         بہتات 
       6.0        6.0 --         بہتر 
       2.0        3.0 --         بہن 
       8.0       12.0 --         بہنوئی 
       2.0        3.0 --         بیاسی 
       3.0        3.0 --         بیالیس 
       2.0        3.0 --         بیان 
      12.0       16.0 --         بیان قلمبند 
      12.0       14.0 --         بیج کی بوائی 
      12.0       17.0 --         بیروزگاری 
       4.0        6.0 --         بیرون ملک 
      10.0       10.0 --         بیرونی قرضہ 
      21.0       19.0 --         بیرکس کہاں ھیں؟ 
       2.0        3.0 --         بیس 
       4.0        5.0 --         بیس بال 
       4.0        5.0 --         بیساکھی 
      12.0       14.0 --         بیش قیمت 
       4.0        6.0 --         بیشتر 
       2.0        3.0 --         بیضوی 
       2.0        3.0 --         بیل 
       2.0        3.0 --         بیمار 
       6.0        8.0 --         بیمار پرسی 
       4.0        5.0 --         بیماریاں 
       2.0        3.0 --         بین 
      12.0       11.0 --         بین الاقوامی 
      18.0       18.0 --         بین الاقوامی تجارت 
      15.0       17.0 --         بین الاقوامی ساکھ 
       2.0        3.0 --         بیوی 
       4.0        6.0 --         بیٹا 
      22.0       20.0 --         بیٹھ جاو 
       4.0        6.0 --         بیٹی 
      16.0       18.0 --         بیچارے 
       4.0        6.0 --         بیچنا 
      21.0       17.0 --         بیڈ منٹن 
      21.0       15.0 --         بیگج کلیم; سفری سامان کا حصول 
       3.0        5.0 --         بے بس 
      12.0       17.0 --         بے تحاشہ 
       3.0        3.0 --         بے دریغ 
      13.0       16.0 --         بے شما ردولت 
      12.0       16.0 --         بے شمار 
      12.0       14.0 --         بے غرض خدمت 
       4.0        6.0 --         بے لاگ 
      12.0       16.0 --         بے پناہ ترقی 
       6.0        6.0 --         بے کار 
       5.0        8.0 --         بے ہوش 
      16.0       18.0 --         بے ہوش حالت 
       4.0        5.0 --         بےایمانی 
       2.0        3.0 --         تائی 
       3.0        3.0 --         تاجک 
       7.0        8.0 --         تاجکستان 
       4.0        6.0 --         تاخیر 
       2.0        2.0 --         تار 
      15.0       17.0 --         تارکین وطن 
       4.0        6.0 --         تاریخ 
      24.0       20.0 --         تاریخ کیا تھی؟ 
       2.0        3.0 --         تامل 
       3.0        3.0 --         تانبہ 
       2.0        3.0 --         تاکہ 
      16.0       20.0 --         تایا زاد 
       2.0        3.0 --         تباہ 
       3.0        3.0 --         تباہ کن 
      21.0       18.0 --         تبصرہ ، تبصر ے 
      16.0       18.0 --         تجارت کا توازن 
       8.0       10.0 --         تجارتی 
      15.0       17.0 --         تجارتی خسارہ 
      12.0       11.0 --         تجاویز 
      12.0       11.0 --         تجزیہ 
       4.0        6.0 --         تحت 
       4.0        6.0 --         تحر یک 
       4.0        6.0 --         تحریر 
      21.0       18.0 --         تحصیلدار 
       8.0       11.0 --         تحفظ 
      15.0       17.0 --         تحفظ نسواں 
      15.0       17.0 --         تحقیقات 
      19.0       18.0 --         تحویل۔ تحویلات 
      12.0       14.0 --         تخلیق 
      16.0       20.0 --         تخمینہ 
       2.0        3.0 --         تراسی 
       3.0        3.0 --         ترانوے 
       5.0        8.0 --         تراویح 
       3.0        3.0 --         تربیت 
      17.0       18.0 --         تربیت یافتہ دائی 
      12.0       17.0 --         تربیتی مرکز 
       8.0       12.0 --         تردید کرنا 
       6.0        6.0 --         ترسیل 
       4.0        5.0 --         ترغیب دینا 
       6.0        6.0 --         ترقی 
      18.0       18.0 --         ترقی یافتہ ممالک 
      19.0       18.0 --         ترقیاتی اخراجات 
      21.0       17.0 --         ترقیاتی منصوبہ 
       8.0       10.0 --         ترقیاتی کام 
       2.0        3.0 --         ترمیم 
       8.0        9.0 --         ترمیم۔ ترامیم 
       9.0       12.0 --         ترویج 
       2.0        2.0 --         ترک 
       8.0       10.0 --         تریسٹھ 
       3.0        3.0 --         تریپن 
      21.0       18.0 --         تشخیص 
      10.0       10.0 --         تشخیض 
      20.0       32.0 --         تشنج 
       8.0       10.0 --         تشویش 
      24.0       28.0 --         تشویشناک 
      15.0       17.0 --         تصنیف 
      12.0       14.0 --         تصویر 
      17.0       18.0 --         تضحیک کا سبب بننا 
       5.0        8.0 --         تعداد 
      11.0       14.0 --         تعزیر 
      12.0       16.0 --         تعزیرات 
      21.0       18.0 --         تعزیرات پاکستان 
      21.0       18.0 --         تعزیراتی قانون 
      15.0       17.0 --         تعصب 
      15.0       17.0 --         تعطل 
      12.0       16.0 --         تعلق ہونا 
       4.0        6.0 --         تعلیم 
      15.0       17.0 --         تعلیم یافتہ 
       5.0        8.0 --         تعلیمی 
      13.0       16.0 --         تعلیمی تربیت 
      10.0       10.0 --         تعلیمی نظام 
      18.0       18.0 --         تعلیمی پروگرام 
       4.0        6.0 --         تعمیر 
      20.0       20.0 --         تعینات کرنا 
      36.0       33.0 --         تفریح 
      19.0       18.0 --         تفریق ;فرق 
      12.0       16.0 --         تفشیش 
      16.0       18.0 --         تفصیل 
       3.0        5.0 --         تقاضہ 
      22.0       20.0 --         تقریبا بیس مسلح لوگ تھے 
      22.0       18.0 --         تقریبا چار سو دس کلومیٹر دور ھے۔ 
      20.0       19.0 --         تقریباْ ایک تہائی رہاشی گاڑیوں کے مالک ھیں۔ 
       4.0        5.0 --         تقریر 
      17.0       18.0 --         تقریری مقابلے 
       4.0        7.0 --         تقلید 
